Title,Link,Depth
(10) beabadoobee - Dance with Me (Official Video) - YouTube,https://www.youtube.com/watch?v=vk0AR1EkkcU,5
(10) beabadoobee - How Was Your Day? (Official Video) - YouTube,https://www.youtube.com/watch?v=t4YPn7eQt2M,5
(10) beabadoobee - Sorry (Official Video) - YouTube,https://www.youtube.com/watch?v=Pd73PBS3x9k,5
(10) beabadoobee - Worth It (Official Video) - YouTube,https://www.youtube.com/watch?v=OUEkLq0apwY,5
(10) Jimmy Eat World - Sweetness - YouTube,https://www.youtube.com/watch?v=ROatPGGMvXg,5
(10) Jimmy Eat World - Pain - YouTube,https://www.youtube.com/watch?v=uaP6KgwbOvo,5
(10) Silversun Pickups - Substitution - YouTube,https://www.youtube.com/watch?v=HcwX2TnsTPE,5
(10) Yellowcard - Ocean Avenue (Official Music Video) - YouTube,https://www.youtube.com/watch?v=X9fLbfzCqWw,5
(10) Fountains of Wayne - Stacy's Mom (Official Music Video) - YouTube,https://www.youtube.com/watch?v=dZLfasMPOU4,5
(10) Meredith Brooks - Bitch (Official Music Video) - YouTube,https://www.youtube.com/watch?v=_ivt_N2Zcts,5
"(10) Jeff Buckley - Lover, You Should've Come Over (Live on Musiqueplus, May 28, 1995) - YouTube",https://www.youtube.com/watch?v=F_eLuk4RjIQ,5
(10) Mazzy Star - Fade Into You (Live) - YouTube,https://www.youtube.com/watch?v=2xfh7uvaoQ0,5
(10) Mazzy Star - Fade Into You - 10/2/1994 - Shoreline Amphitheatre - YouTube,https://www.youtube.com/watch?v=o4m5jQy5A2U,5
(10) cranberies - linger - with jon stewart - YouTube,https://www.youtube.com/watch?v=hG1fLpZN3qE,5
"(10) Thank U....Alanis Morissette ( Live, HQ ) - YouTube",https://www.youtube.com/watch?v=5L7GMKClsTg,5
(10) Sarah Klang - Ride (Lana del Rey cover) / P3 Session - YouTube,https://www.youtube.com/watch?v=sMQBRF0U-VM,5
"(10) Sarah Klang - ""New Day Coming"" (Official Music Video) - YouTube",https://www.youtube.com/watch?v=Ze1UVNXP_4I,5
(10) Widowspeak - Money (Official Video) - YouTube,https://www.youtube.com/watch?v=V6fARScTp7c,5
(10) Widowspeak - Even True Love (Official Video) - YouTube,https://www.youtube.com/watch?v=3jEAQRc7wWM,5
(10) Elanor Moss - Cosmic Memory (Official Music Video) - YouTube,https://www.youtube.com/watch?v=x1bHb5XRuYg,5
(10) Julia Jacklin - Don't Know How To Keep Loving You (Official Video) - YouTube,https://www.youtube.com/watch?v=XXnw6gYX_IA,5
(10) Sharon Van Etten - Seventeen - YouTube,https://www.youtube.com/watch?v=j7sTHoeH0eA,5
(10) Jeff Buckley - Grace (BBC Late Show) - YouTube,https://www.youtube.com/watch?v=XjO4IenAyUw,5
(10) Fiona Apple - O' Sailor (Official HD Video) - YouTube,https://www.youtube.com/watch?v=Azx6F2fYPa0,5
(10) Garbage - I Think I'm Paranoid - YouTube,https://www.youtube.com/watch?v=ypr18UmxOas,5
(10) Garbage - You Look So Fine - YouTube,https://www.youtube.com/watch?v=NyAK7qPeHY0,5
(10) Sonic Youth - Sugar Kane - YouTube,https://www.youtube.com/watch?v=RIIEbrMXs20,5
(10) Sonic Youth - 100% (Official Music Video) - YouTube,https://www.youtube.com/watch?v=N3gN9Up6hmc,5
(10) The Hives - Hate to Say I Told You So - YouTube,https://www.youtube.com/watch?v=Uz1Jwyxd4tE,5
(10) The White Stripes - Fell In Love With A Girl (Official Music Video) - YouTube,https://www.youtube.com/watch?v=fTH71AAxXmM,5
(10) Slaves - The Hunter (Official Video) - YouTube,https://www.youtube.com/watch?v=VmtU-bLyReU,5
(10) The White Stripes - We're Going To Be Friends (Official Music Video) - YouTube,https://www.youtube.com/watch?v=PKfD8d3XJok,5
(10) Jack White - Love Interruption (Official Video) - YouTube,https://www.youtube.com/watch?v=iErNRBTPbEc,5
(10) The White Stripes - Seven Nation Army (Official Music Video) - YouTube,https://www.youtube.com/watch?v=0J2QdDbelmY,5
(10) Blur - Song 2 (Official Music Video) - YouTube,https://www.youtube.com/watch?v=SSbBvKaM6sk,5
(10) Beastie Boys - Intergalactic - YouTube,https://www.youtube.com/watch?v=qORYO0atB6g,5
(10) Jamiroquai - Virtual Insanity (Official 4K Video) - YouTube,https://www.youtube.com/watch?v=OeTFAiYbR9o,5
(10) Fools Garden - Lemon Tree (Official HD Video) - YouTube,https://www.youtube.com/watch?v=wCQfkEkePx8,5
(10) Siouxsie And The Banshees - Spellbound (Official Music Video) - YouTube,https://www.youtube.com/watch?v=TjvvK-Rj0WI,5
(10) Starcrawler - I Love LA - YouTube,https://www.youtube.com/watch?v=JR6n23_fL3o,5
(10) Bôa - Duvet (Official Video) - YouTube,https://www.youtube.com/watch?v=Uoox9fpmDP0,5
(10) Japanese Breakfast - Be Sweet (Official Video) - YouTube,https://www.youtube.com/watch?v=2ZfcZEIo6Bw,5
(10) Japanese Breakfast: NPR Music Tiny Desk Concert - YouTube,https://www.youtube.com/watch?v=tK4gaJwXw_4,5
(10) Killing Joke - Kings And Queens - YouTube,https://www.youtube.com/watch?v=ruWPc_9AqPM,5
(10) Killing Joke - Love Like Blood (Official Video) - YouTube,https://www.youtube.com/watch?v=TnpwuRlXbhk,5
(10) The Sisters of Mercy - Lucretia My Reflection - YouTube,https://www.youtube.com/watch?v=IuezNswtRfo,5
(10) Bloodhound Gang - The Bad Touch (Official Video) - YouTube,https://www.youtube.com/watch?v=xat1GVnl8-k,5
(10) Jonathan Bree - You're So Cool - YouTube,https://www.youtube.com/watch?v=gxRq23qVE8A,5
(10) Jonathan Bree - Say You Love Me Too (feat. Clara Viñals) - YouTube,https://www.youtube.com/watch?v=_ysINF5JCXI,5
"(10) Andy Shauf - ""The Magician"" - YouTube",https://www.youtube.com/watch?v=PN0RPWII7gY,5
(10) Scott Pilgrim Vs. The World - Black Sheep [HD] - YouTube,https://www.youtube.com/watch?v=y69gQtAdHKc,5
(10) Alannah Myles - Black Velvet - YouTube,https://www.youtube.com/watch?v=tT4d1LQy4es,5
(10) Berlin - Take My Breath Away (Official Video - Top Gun) - YouTube,https://www.youtube.com/watch?v=Bx51eegLTY8,5
(10) The Flaming Lips - Yoshimi Battles the Pink Robots Pt. 1 [Official Music Video] - YouTube,https://www.youtube.com/watch?v=ZdDHi5SSIlM,5
(10) Jewel - Foolish Games (Official Music Video) - YouTube,https://www.youtube.com/watch?v=UNoouLa7uxA,5
(10) Nine Days - Absolutely (Story of a Girl) [Official Video] - YouTube,https://www.youtube.com/watch?v=ZIANBamMgas,5
"(10) Pavement- ""Harness Your Hopes"" (Official Music Video) - YouTube",https://www.youtube.com/watch?v=w2Ww_O3ceKU,5
(10) The Breeders - Cannonball - YouTube,https://www.youtube.com/watch?v=fxvkI9MTQw4,5
(10) Pantera - This Love (Official Music Video) [4K] - YouTube,https://www.youtube.com/watch?v=tymWpEU8wpM,5
"(10) BLACK SABBATH - ""Paranoid"" (Official Video) - YouTube",https://www.youtube.com/watch?v=0qanF-91aJo,5
(10) Motörhead – Ace Of Spades (Official Video) - YouTube,https://www.youtube.com/watch?v=3mbvWn1EY6g,5
(10) Semisonic - Closing Time (Official Music Video) - YouTube,https://www.youtube.com/watch?v=xGytDsqkQY8,5
(10) Third Eye Blind - How's It Going To Be (Official Music Video) [HD] - YouTube,https://www.youtube.com/watch?v=rE1oIhSgTgI,5
(10) Puddle Of Mudd - She Hates Me (Official Video) - YouTube,https://www.youtube.com/watch?v=BYE4CVhVkhw,5
(10) Incubus - Anna Molly - YouTube,https://www.youtube.com/watch?v=WA_xjBaXor0,5
(10) 311 - Love Song - YouTube,https://www.youtube.com/watch?v=egX9ZDaIrkU,5
(10) Papa Roach - Between Angels And Insects (Official Video) - YouTube,https://www.youtube.com/watch?v=H2jCbXiEQI4,5
(10) Jane's Addiction - Jane Says (Official Music Video) - YouTube,https://www.youtube.com/watch?v=i7Q_8q3XXrQ,5
(10) Stone Temple Pilots - Interstate Love Song (Live @ Bizarre Festival 2001) - YouTube,https://www.youtube.com/watch?v=nFZSyVOcNn8,5
(10) The Pixies Ft. Placebo - Where Is My Mind (Live).avi - YouTube,https://www.youtube.com/watch?v=WlR9PJh6ZrA,5
(10) Men I Trust - Show Me How - YouTube,https://www.youtube.com/watch?v=OZRYzH0Q0pU,5
(10) The Used - All That I've Got (Video) - YouTube,https://www.youtube.com/watch?v=tgB_JwcuPg0,5
(10) The Used - I Caught Fire (Video) - YouTube,https://www.youtube.com/watch?v=VHANzYISxDQ,5
(10) Pale Waves - Television Romance - YouTube,https://www.youtube.com/watch?v=ot1j5M5PTC4,5
(10) The Weeknd - Save Your Tears (Official Music Video) - YouTube,https://www.youtube.com/watch?v=XXYlFuWEuKI,5
(10) Beck - Loser (Official Music Video) - YouTube,https://www.youtube.com/watch?v=YgSPaXgAdzE,5
(10) Sum 41 - Fatlip (Official Music Video) - YouTube,https://www.youtube.com/watch?v=CMX2lPum_pg,5
(10) The Avalanches - Frontier Psychiatrist (Official Video) - YouTube,https://www.youtube.com/watch?v=qLrnkK2YEcE,5
(10) The All-American Rejects - Gives You Hell (Official Music Video) - YouTube,https://www.youtube.com/watch?v=uxUATkpMQ8A,5
(10) Lily Allen | Smile (Official Video) - YouTube,https://www.youtube.com/watch?v=0WxDrVUrSvI,5
(10) Princess Chelsea - The Cigarette Duet - YouTube,https://www.youtube.com/watch?v=4TV_128Fz2g,5
(10) SOKO :: First Love Never Die (Official Video) - YouTube,https://www.youtube.com/watch?v=-_Y2jfK06pY,5
(10) MGMT - Kids (Official HD Video) - YouTube,https://www.youtube.com/watch?v=fe4EK4HSPkI,5
(10) MGMT - Electric Feel (Official HD Video) - YouTube,https://www.youtube.com/watch?v=MmZexg8sxyk,5
(10) M83 'Midnight City' Official video - YouTube,https://www.youtube.com/watch?v=dX3k_QDnzHE,5
(10) Bob Sinclar - World Hold On (Official Video) - YouTube,https://www.youtube.com/watch?v=XpdpW0z9xnQ,5
(10) Bob Sinclar - Love Generation (Official Video) - YouTube,https://www.youtube.com/watch?v=v0NSeysrDYw,5
(10) Alice Deejay - Better Off Alone (Official Video) - YouTube,https://www.youtube.com/watch?v=Lgs9QUtWc3M,5
(10) Darude - Sandstorm - YouTube,https://www.youtube.com/watch?v=y6120QOlsfU,5
(10) Mr Oizo - Flat beat (Official Video with Flat Eric - 1999 - F Communications) - YouTube,https://www.youtube.com/watch?v=qmsbP13xu6k,5
(10) The Chemical Brothers - Hey Boy Hey Girl (Official Music Video) - YouTube,https://www.youtube.com/watch?v=tpKCqp9CALQ,5
(10) Gary Numan - Cars - YouTube,https://www.youtube.com/watch?v=Im3JzxlatUs,5
(10) Devo - Whip It (Official Music Video) | Warner Vault - YouTube,https://www.youtube.com/watch?v=j_QLzthSkfM,5
(10) The Romantics - Talking in Your Sleep - YouTube,https://www.youtube.com/watch?v=JmGMzyajA2U,5
TONI BASIL - Mickey - YouTube,https://www.youtube.com/watch?v=3E-Zrg9CB_Q,5
(10) Lipps Inc. - Funkytown (1980) - YouTube,https://www.youtube.com/watch?v=jPF59O7_qw0,5
(10) The Motels - Only The Lonely - YouTube,https://www.youtube.com/watch?v=ZaPTELylZ1s,5
(10) 'Til Tuesday - Voices Carry - YouTube,https://www.youtube.com/watch?v=uejh-bHa4To,5
(10) When In Rome - The Promise (Official Music Video) - YouTube,https://www.youtube.com/watch?v=5HI_xFQWiYU,5
Crowded House - Don't Dream It's Over (Official Music Video) - YouTube,https://www.youtube.com/watch?v=J9gKyRmic20,5
(10) Deep Blue Something - Breakfast At Tiffany's (Official Music Video) - YouTube,https://www.youtube.com/watch?v=1ClCpfeIELw,5
(10) Tal Bachman - She's So High (Official Video) - YouTube,https://www.youtube.com/watch?v=_ElORM9O-0U,5
(10) Eagle-Eye Cherry - Save Tonight - YouTube,https://www.youtube.com/watch?v=Nntd2fgMUYw,5
"(10) Alice Phoebe Lou - ""Grey"" (Stereofox Sessions) - YouTube",https://www.youtube.com/watch?v=KMRACkJGW1Y,5
(10) Foo Fighters - Everlong (Official HD Video) - YouTube,https://www.youtube.com/watch?v=eBG7P-K-r1Y,5
"(13) The Raconteurs – Steady, As She Goes (Official Music Video - Jim Jarmusch Version) - YouTube",https://www.youtube.com/watch?v=DXAidGQUuns,5
(155) Teenage Blue - Dream Girl - YouTube,https://www.youtube.com/watch?v=s9wU6pXT9Xo,5
Motion Collection (Music Videos),,4
(10) Stuck In the Sound - Let's Go [Official Video] - YouTube,https://www.youtube.com/watch?v=52Gg9CqhbP8,5
(10) Chelou - Halfway to Nowhere - YouTube,https://www.youtube.com/watch?v=BgP9tzt9_Z8,5
(10) Rainbow Kitten Surprise - It's Called: Freefall [Official Video] - YouTube,https://www.youtube.com/watch?v=U2WDdccgaDY,5
(10) The Backseat Lovers - Growing/Dying - YouTube,https://www.youtube.com/watch?v=qLgwCQKBcP8,5
(10) King Gizzard & The Lizard Wizard - Iron Lung - YouTube,https://www.youtube.com/watch?v=Njk2YAgNMnE,5
(10) Chelou - Out Of Sight - YouTube,https://www.youtube.com/watch?v=5Yz2t1QeIHQ,5
(10) Chelou - Damned Eye See (Official Video) - YouTube,https://www.youtube.com/watch?v=2Vx8TDX6VVA,5
(10) Glue Trip - Fancy (Official Video) - YouTube,https://www.youtube.com/watch?v=NKaHNyBmB4E,5
(10) Kashmir - Surfing The Warm Industry - YouTube,https://www.youtube.com/watch?v=5-441uxB7Zw,5
(10) Mcbaise - Water Slide (feat. Kamggarn) - YouTube,https://www.youtube.com/watch?v=n11j73OYqOY,5
(10) Skip The Use - Nameless World (Official Video) - YouTube,https://www.youtube.com/watch?v=OHXf7wEpBPI,5
(10) Gladiolos - Calle Arriba (Videoclip Oficial) - YouTube,https://www.youtube.com/watch?v=_hniGkAm-AQ,5
(10) Kashmir - Rocket Brothers - YouTube,https://www.youtube.com/watch?v=rkQsoyKoiWg,5
(10) Modest Mouse - King Rat (Official Music Video) - YouTube,https://www.youtube.com/watch?v=Qi7KDOAj4Xo,5
(10) Pearl Jam - Do the Evolution (Official Video) - YouTube,https://www.youtube.com/watch?v=aDaOgu2CQtI,5
(10) Holy Wave - Drugband Blues - YouTube,https://www.youtube.com/watch?v=EMLu0FigCx8,5
(10) LORN - ANVIL [Official Music Video] - YouTube,https://www.youtube.com/watch?v=CqaAs_3azSs,5
(10) Sonic Youth - Mildred Pierce (Official Music Video) - YouTube,https://www.youtube.com/watch?v=3-jp4hk7VIU,5
(10) Beabadoobee - Sun More Often (Official Video) - YouTube,https://www.youtube.com/watch?v=yURpFmG1uC8,5
(10) Gorillaz - Clint Eastwood (Official Video) - YouTube,https://www.youtube.com/watch?v=1V_xRb0x9aw,5
(10) Gorillaz - Feel Good Inc. (Official Video) - YouTube,https://www.youtube.com/watch?v=HyHNuVaZJ-k,5
(10) Gorillaz - On Melancholy Hill (Official Video) - YouTube,https://www.youtube.com/watch?v=04mfKJWDSzI,5
(10) Glue Trip - Elbow Pain (Official Video) - YouTube,https://www.youtube.com/watch?v=ItuZ-dmcye4,5
(10) Green Jelly - Three Little Pigs (Official Video) - YouTube,https://www.youtube.com/watch?v=Gtffv9bpB-U,5
(10) Primus - The Devil Went Down To Georgia (Official Music Video) - YouTube,https://www.youtube.com/watch?v=X9uk9IcoQ0w,5
(10) Bloc Party - Skeleton - YouTube,https://www.youtube.com/watch?v=Gz0tk_p45eo,5
(202) Jack Stauber’s OPAL | adult swim smalls - YouTube,https://www.youtube.com/watch?v=-1pVLJl_snc,5
Programming,,3
Project mangement,,4
Overleaf,https://www.overleaf.com/project,5
Miro,https://miro.com/app/,5
Trello,https://trello.com/,5
Design Principles,,4
GNOME,https://developer.gnome.org/hig/principles.html#make-it-simple,5
APPLE,https://developer.apple.com/design/human-interface-guidelines/platforms/designing-for-ios/,5
WINDOWS,https://learn.microsoft.com/en-us/windows/apps/design/signature-experiences/design-principles,5
KDE,https://develop.kde.org/hig/,5
MATERIAL,https://m2.material.io/develop/android/theming/theming-overview,5
IDE Themes,,4
vsc - Nova Green,https://marketplace.visualstudio.com/manage/publishers/riley/extensions/nova-green/hub,5
vsc - Kanagawa,https://marketplace.visualstudio.com/items?itemName=qufiwefefwoyn.kanagawa,5
nvim - nyoom,https://github.com/nyoom-engineering/nyoom.nvim,5
Fonts,,4
Recursive font,https://github.com/arrowtype/recursive,5
Fira Code,https://github.com/tonsky/FiraCode,5
Helvetica Neue,https://github.com/ifvictr/helvetica-neue,5
Roboto,https://fonts.google.com/specimen/Roboto,5
Inter,https://fonts.google.com/specimen/Inter?category=Sans+Serif,5
Source Serif Pro,https://fonts.google.com/specimen/Source+Serif+Pro?category=Serif,5
DM Serif Display,https://fonts.google.com/specimen/DM+Serif+Display,5
Mansalva,https://fonts.google.com/specimen/Mansalva?category=Handwriting,5
Righteous,https://fonts.google.com/specimen/Righteous?category=Display,5
Lobster,https://fonts.google.com/specimen/Lobster,5
Fira Sans,https://fonts.google.com/specimen/Fira+Sans?query=fira&category=Sans+Serif,5
Linux,,4
(linux widgets) ElKowars wacky widgets,https://github.com/elkowar/eww,5
(linux theme) Gato's auto ricer,https://github.com/GatoImorrivel/GAR,5
(linux common issue) d-bus session apart from X11 or manual launch?,https://bbs.archlinux.org/viewtopic.php?id=217281,5
Official Documentation,,4
.c,https://cppguide.readthedocs.io/en/latest/,5
.cs,https://learn.microsoft.com/en-us/dotnet/csharp/,5
.go,https://go.dev/doc/,5
.hs,https://www.haskell.org/documentation/,5
.js,https://developer.mozilla.org/en-US/docs/Web/JavaScript,5
.json,https://www.json.org/json-en.html,5
.jsx,https://legacy.reactjs.org/docs/jsx-in-depth.html,5
.lua,https://www.lua.org/docs.html,5
.md,https://www.markdownguide.org/basic-syntax/,5
.py,https://docs.python.org/3/,5
.rs,https://doc.rust-lang.org/std/index.html,5
Code Cheat Sheets,,4
DevDocs,https://devdocs.io/,5
.c,https://courses.cs.washington.edu/courses/cse351/14sp/sections/1/Cheatsheet-c.pdf,5
.cs,https://www.cheat-sheets.org/saved-copy/Core%20CSharp%20and%20.NET%20Quick%20Reference.pdf,5
.go,https://golang.sk/images/blog/cheatsheets/go-cheat-sheet.pdf,5
.hs,https://matela.com.br/haskell-cs.pdf,5
.js,https://duenaslerin.com/iaw/pdfs/javascript-cheat-sheet-v1.pdf,5
.json,https://simonplend.com/wp-content/uploads/2020/12/JSON-Schema-Cheat-Sheet-v1.1.pdf,5
.jsx,https://ihatetomatoes.net/wp-content/uploads/2017/01/react-cheat-sheet.pdf,5
.lua,https://quarto.org/docs/extensions/luarefv51.pdf,5
.md,https://raw.githubusercontent.com/rstudio/cheatsheets/main/rmarkdown-2.0.pdf,5
.py,https://perso.limsi.fr/pointal/_media/python:cours:mementopython3-english.pdf,5
.rs,https://github.com/donbright/rust-lang-cheat-sheet,5
Website Design,,4
Good UI/UX,,5
Editorial New - Free to Try Font – Pangram Pangram Foundry,https://pangrampangram.com/products/editorial-new,6
Helvetica Now | Monotype.,https://www.monotype.com/fonts/helvetica-now,6
The best serif fonts to pair with Helvetica – Pangram Pangram Foundry,https://pangrampangram.com/blogs/journal/serif-helvetica,6
Recursive Sans & Mono,https://www.recursive.design/,6
Flow Field,https://nominom.github.io/ReactFlowField/,6
Website Development,,5
(web software) nerdfont - icon search,https://www.nerdfonts.com/cheat-sheet,6
(web software) vsc theme generator,https://themes.vscode.one/your-themes,6
(web software) React Icons,https://react-icons.github.io/react-icons/icons?name=bi,6
(webdev) Chat GPT SEO Chrome Extension,https://www.youtube.com/watch?v=-v1Ndix7QTw,6
Game Development,,4
Cyber Security,,4
Multimedia,,4
Machine Learning,,4
(machine learning) Kaggle,https://www.kaggle.com/,5
(qrc) Learner App,https://learner.mywisenet.com.au/QRC,5
ml catchup note,https://docs.google.com/document/d/1ZiY9DrsWMVg7UEGsTLvZIFxDwmUbWMZvARVPU1snciE/edit,5
Integrated Systems,,4
Text Formatting,,4
Windows - TeX Live - TeX Users Group,https://www.tug.org/texlive/windows.html,5
Projects,,3
(side group progect) project fallout,https://trello.com/w/projectfalloutteam,4
Intersting Git Repo's,,3
Dotfile (gh0stzk),https://github.com/gh0stzk/dotfiles,4
Dotfile (Derek Taylor),https://gitlab.com/dwt1/dotfiles,4
LCG,https://github.com/asrul10/linux-command-gpt,4
TUI calculator for coding,https://github.com/alt-romes/programmer-calculator,4
Bubbletea TUI framework,https://github.com/charmbracelet/bubbletea,4
yutkat/dotfiles,https://github.com/yutkat/dotfiles,4
Void-Linux for nody-greeter,https://github.com/JezerM/nody-greeter-void,4
Windows XP login screen,https://github.com/mshernandez5/WelcomeXP,4
FlyingWolFox/Bookmarks-to-Dir: Turn your browser bookmarks into a directory structure to see it in your file manager!,https://github.com/FlyingWolFox/Bookmarks-to-Dir,4
"skwp/dotfiles: YADR - The best vim,git,zsh plugins and the cleanest vimrc you've ever seen",https://github.com/skwp/dotfiles,4
Keyitdev/dotfiles: My personal build of dotfiles using i3.,https://github.com/Keyitdev/dotfiles,4
axyl-iso/keybindings.md at master · axyl-os/axyl-iso,https://github.com/axyl-os/axyl-iso/blob/master/keybindings.md,4
(FAQ) axyl-os config stuff,https://github.com/axyl-os/axyl-iso/wiki/%28FAQ%29How-to-Config:--Themeing%2C-Custom-Adjustment-Modification-Data%2C-Details%2C-and-Other-General-Information-in-FAQ-Format,4
cascade/preview.webp at main · andreasgrafen/cascade,https://github.com/andreasgrafen/cascade,4
andreasgrafen/cascade: A responsive One-Line CSS Theme for Firefox.,https://github.com/andreasgrafen/cascade#how-to-install-cascade,4
install | darktable,https://www.darktable.org/install/,4
School,,3
MyUc,https://myuc.canterbury.ac.nz/,4
Learn,https://learn.canterbury.ac.nz/login/index.php,4
Y1 S1,,4
Physics,,5
formulasheet_1D.pdf,https://learn.canterbury.ac.nz/pluginfile.php/5457705/mod_resource/content/8/formulasheet_1D.pdf,6
"Course: PHYS111-23S1 - Introductory Physics for Physical Sciences and Engineering, Section: Ngā Whakamārama | Course Information",https://learn.canterbury.ac.nz/course/view.php?id=17731§ion=1,6
Lab Report 1,,6
datasheet,https://ucliveac-my.sharepoint.com/personal/rsm145_uclive_ac_nz/_layouts/15/doc.aspx?sourcedoc=%7Bcbd7dc20-672a-452b-b87c-94cc76aac915%7D&action=edit,7
Graph - sheets,https://docs.google.com/spreadsheets/d/1N_29I4OoeHsgpv2ImWeipKNCaORKsr-z17j8kPuW62E/edit#gid=0,7
OpenStax,,6
Notes,,7
Pages,,7
Ch. 1 Introduction - Physics | OpenStax,https://openstax.org/books/physics/pages/1-introduction,8
5.3 Projectile Motion - Physics | OpenStax,https://openstax.org/books/physics/pages/5-3-projectile-motion,8
5.5 Simple Harmonic Motion - Physics | OpenStax,https://openstax.org/books/physics/pages/5-5-simple-harmonic-motion,8
Better Formula Sheet,https://learn.canterbury.ac.nz/pluginfile.php/8079786/mod_resource/content/3/formulasheet_TestB.pdf,6
Maths,,5
Math Formula Sheet,https://learn.canterbury.ac.nz/mod/resource/view.php?id=2721882,6
Engineering,,5
EWB,,6
Team 7 Brainstorming Doc.docx,https://ucliveac-my.sharepoint.com/:w:/g/personal/hsm91_uclive_ac_nz/EQ8-6vqPWRJDho7lBRLH7BkB-gG5RIlPa6vdGisYGnDSVQ?e=4%3AJhFePO&at=9&CID=0410b295-b822-f620-d899-826e86cb6c7a,7
cosc,,5
COSC101-DIGI101-23S1: HCI Lecture Slides,https://learn.canterbury.ac.nz/mod/resource/view.php?id=3035755&redirect=1,6
Y1 S2,,4
Y2 S1,,4
Y2 S2,,4
Y3 S1,,4
Y3 S2,,4
Y4 S1,,4
Y4 S2,,4
Self Learning,,3
Linux,,4
(book) ART OF UNIX,https://nakamotoinstitute.org/static/docs/taoup.pdf,5
using meta-packages,https://github.com/stoicaviator/arch_metapackage_guide#meta-packages,5
sway linux,https://www.google.com/search?q=sway+linux&tbm=isch#imgrc=FfoTkqkLmSU3RM,5
Guitar,,4
Google Scholar,https://scholar.google.com/,3
Programming 4 Fun,https://prog4fun.csse.canterbury.ac.nz/my/,3
Simplenote,https://app.simplenote.com/,3
HTTP Networking Course,https://www.youtube.com/watch?v=2JYT5f2isg4,3
(UC) resident handbook,https://document-tc.galaxy.tf/wdpdf-d08fbuweabqlah9bil0ykcgfd/uc-resident-handbook.pdf,3
(UC) First year,https://www.canterbury.ac.nz/support/advisors/firstyear/,3
(UC) halls - UniLodge,https://unilodge.adesaustralia.com/topics,3
(UC) ucgo,https://www.canterbury.ac.nz/ucgo/,3
(UC) house rules,https://document-tc.galaxy.tf/wdpdf-32hhjjyk38rkr08ygnhdl3l7s/uc-house-rules-2023.pdf,3
(UC) feb 17th timesheet,https://www.canterbury.ac.nz/events/tours-and-events/orientation-day/what-happens-on-the-day/,3
Music-I-Like-Spreadsheet,https://docs.google.com/spreadsheets/d/1lkBTG9aCtGDlJHdRIGZZS52yLxG6yhnSLjvZ61Tf0mA/edit#gid=0,3
Hikes Near CHCH - Google Sheets,https://docs.google.com/spreadsheets/d/19sqYIq4hJSOOc2WaJ9ZnHUT5_Oys3Bo1qoT7fwitB38/edit#gid=0,3
Printing Dashboard,https://canterburycardaccount.canterbury.ac.nz/EQWebClient/UserDashboard,3
NEON,https://www.neontv.co.nz/,3
Netflix,https://www.netflix.com/browse,3
SHUDDER,https://www.shudder.com/,3
TVNZ,https://www.tvnz.co.nz/,3
Void - Packages,https://voidlinux.org/packages/,3
Pinterest,https://www.pinterest.nz/,3
Firefox about:files,,3
Advanced Preferences,about:config,4
Troubleshooting Information,about:support,4
New Tab,moz-extension://ce1bcde0-a170-42f3-bd45-ffdc032ec678/index.html,3
Shopping,,3
Audio,,4
Guitar,,4
Computer,,4
FiiO Q3 MQA DAC & Headphone Amplifier – Addicted To Audio NZ,https://addictedtoaudio.co.nz/products/fiio-q3-mqa-dac-headphone-amplifier,5
IOT,,4
Tramping & Travel,,3
South Island,,4
Canterbury,,5
Tarn Hut | Canterbury Foothills,https://adventuresftsouth.com/tarn-hut/,6
Central Otago,,5
Fiordland,,5
West Coast,,5
Akaroa,,5
East Coast / Dunedin,,5
World,,4
Time Wasting; Life Dwindlers,,3
Daily Medium on Maze Toys,https://maze.toys/mazes/medium/daily/,4
